method,topology,regime,duplication,schedule,seed,rmse,rmse_vs_oracle,nll,coverage95,prec_trace_ratio,prec_rel_error,confidence,confidence_oracle,consensus_spread
cov_int,random,replacement,4,async,3,0.7407375639873638,0.6586475842725259,4.4835835919121845,1.0,0.07003208965142158,0.9309705580249024,0.9123369402252737,6.213423041445405,3.1416403922790437e-09
inv_cov_int,random,replacement,4,async,3,0.7580358758922754,0.7005807510861024,4.529051219234561,1.0,0.08979856887651896,0.9125090158390838,1.3160328902698057,6.213423041445405,6.582097089591343e-10
bp_backtrack,random,replacement,4,async,3,0.24294610083832707,0.18951301141595672,1224377418665.0488,0.0,501468679506.968,505095884022.69794,59.86299590019263,6.213423041445405,3.3244863728121743
bp_cavity,random,replacement,4,async,3,0.19133057789650126,0.1320807072919956,1053797844.245722,0.0,697246043.0724118,701245850.1434442,46.7790213564419,6.213423041445405,2.7235609204308915
bp_trw,random,replacement,4,async,3,0.13419939669078926,0.06250530898434065,376.8646691946797,0.03125,501.96638767297117,500.46923046485733,18.5363586722708,6.213423041445405,3.003862094319416
ec_exact,random,replacement,4,lossy,3,0.12138185342429629,4.538364239959595e-16,-1.9142331357490925,1.0,0.9999999999999998,7.775115329673914e-16,6.213423041445404,6.213423041445405,4.440892098500626e-15
naive_sum,random,replacement,4,lossy,3,0.22738131240235676,0.11149746701016469,346731306636.3717,0.0,157018934213.61652,158240073112.8417,57.36608059172184,6.213423041445405,5.005216391862369
mean_pool,random,replacement,4,lossy,3,0.7746180597022002,0.6865483468843363,4.739868566243331,1.0,0.06325907111338042,0.9381182343324461,0.7129084095418414,6.213423041445405,1.620005975810912e-05
cov_int,random,replacement,4,lossy,3,0.7460008494341488,0.6526247818656432,4.39831514050851,1.0,0.0708131128344897,0.9295814925465364,0.9176699232168098,6.213423041445405,0.0009965087995857935
inv_cov_int,random,replacement,4,lossy,3,0.5562048283116732,0.4998885124900219,3.571574727008161,1.0,0.09386562794554865,0.9085270333689245,1.3998445969202509,6.213423041445405,6.673535724033286e-09
bp_backtrack,random,replacement,4,lossy,3,0.21232768061500204,0.09290008806238265,16145486057.816357,0.0,8214647870.257263,8254334836.218602,51.37212245946337,6.213423041445405,7.666705343770637
bp_cavity,random,replacement,4,lossy,3,0.1908106236669317,0.07558134249273268,30755356.730238114,0.0,18341097.799820993,18408338.866295785,39.385540034907,6.213423041445405,5.509504221648932
bp_trw,random,replacement,4,lossy,3,0.14745770915367445,0.043461198766016854,74.4393847373508,0.046875,87.94444359809198,86.97037446203221,15.021441074936673,6.213423041445405,3.6951755755770286
ec_exact,random,replacement,4,delayed,3,0.12138185342429622,4.880393441955695e-16,-1.9142331357490934,1.0,0.9999999999999996,8.503123092973816e-16,6.213423041445404,6.213423041445405,2.6645352591003757e-15
naive_sum,random,replacement,4,delayed,3,0.16743256453295277,0.21012746016013928,59799005.36045383,0.0,44870387.254221246,45143197.28772424,40.83968629246729,6.213423041445405,8.311309459406992
mean_pool,random,replacement,4,delayed,3,0.7154481924558325,0.6321154494746737,4.4494742887091965,1.0,0.06378900609275887,0.9374426502042337,0.7298534144534957,6.213423041445405,0.0007343900320337937
cov_int,random,replacement,4,delayed,3,0.6409421513647284,0.5524035343706756,4.065016214321103,1.0,0.06917358155784749,0.9317943858862774,0.8864720838666669,6.213423041445405,9.4444492935164e-06
inv_cov_int,random,replacement,4,delayed,3,0.6908385059229786,0.6959348457155331,3.874979837551701,1.0,0.09798959192403535,0.9055556696874689,1.4098678647307774,6.213423041445405,0.00022733176889255802
bp_backtrack,random,replacement,4,delayed,3,0.24294610083832707,0.18951301141595672,1224377418665.0488,0.0,501468679506.968,505095884022.69794,59.86299590019263,6.213423041445405,3.3244863728121743
bp_cavity,random,replacement,4,delayed,3,0.19133057789650126,0.1320807072919956,1053797844.245722,0.0,697246043.0724118,701245850.1434442,46.7790213564419,6.213423041445405,2.7235609204308915
bp_trw,random,replacement,4,delayed,3,0.13419939669078926,0.06250530898434065,376.8646691946797,0.03125,501.96638767297117,500.46923046485733,18.5363586722708,6.213423041445405,3.003862094319416
ec_exact,random,replacement,4,repeating,3,0.12138185342429644,6.271461489254787e-16,-1.9142331357490912,1.0,0.9999999999999998,8.407046948458365e-16,6.213423041445404,6.213423041445405,3.552713678800501e-15
naive_sum,random,replacement,4,repeating,3,0.21297760314607855,0.15154349228896175,230172072000.50763,0.0,108531783306.51102,109865274174.78006,56.650535567507625,6.213423041445405,3.586471436007507
mean_pool,random,replacement,4,repeating,3,0.8069262779840012,0.7233518096918211,4.7852590509639175,1.0,0.06352361981546525,0.9377943972288381,0.7203772346742986,6.213423041445405,0.00017094849927512534
cov_int,random,replacement,4,repeating,3,0.7131239374002845,0.6315455044642828,4.322370638108302,1.0,0.0680872071321383,0.9329326732152737,0.8566534385590377,6.213423041445405,2.3494784562316795e-08
inv_cov_int,random,replacement,4,repeating,3,0.6930316381348387,0.6193748892444254,4.150787877315425,1.0,0.09903776731712678,0.9026936133023189,1.522714602588251,6.213423041445405,1.5062683722533166e-07
bp_backtrack,random,replacement,4,repeating,3,0.24294610083832707,0.18951301141595672,1224377418665.0488,0.0,501468679506.968,505095884022.69794,59.86299590019263,6.213423041445405,3.3244863728121743
bp_cavity,random,replacement,4,repeating,3,0.19133057789650126,0.1320807072919956,1053797844.245722,0.0,697246043.0724118,701245850.1434442,46.7790213564419,6.213423041445405,2.7235609204308915
bp_trw,random,replacement,4,repeating,3,0.13419939669078926,0.06250530898434065,376.8646691946797,0.03125,501.96638767297117,500.46923046485733,18.5363586722708,6.213423041445405,3.003862094319416
ec_exact,random,replacement,4,adversarial,3,0.12138185342429639,5.831917604672122e-16,-1.9142331357490914,1.0,0.9999999999999997,8.354067210004333e-16,6.213423041445404,6.213423041445405,3.552713678800501e-15
naive_sum,random,replacement,4,adversarial,3,0.23208452219479786,0.1567061880093673,8852483.80685724,0.0,3714564.7643437693,3704785.5614503985,35.97119441789934,6.213423041445405,6.8938638467832725
mean_pool,random,replacement,4,adversarial,3,0.807279717752933,0.7208834874336161,4.817126976011128,1.0,0.06271233001010149,0.9386900374019264,0.6976255485131907,6.213423041445405,0.01738804914592207
cov_int,random,replacement,4,adversarial,3,0.7585799114071443,0.6772908136745024,4.507856811856367,1.0,0.0700724705731756,0.9311885948430997,0.9053671358284194,6.213423041445405,0.0011558252320789109
inv_cov_int,random,replacement,4,adversarial,3,0.6338589008473305,0.5475730333547104,4.229179157111545,1.0,0.08917977778540455,0.9145166559318167,1.305151437113627,6.213423041445405,0.0027831832978051363
bp_backtrack,random,replacement,4,adversarial,3,0.21232768061500204,0.09290008806238265,16145486057.816357,0.0,8214647870.257263,8254334836.218602,51.37212245946337,6.213423041445405,7.666705343770637
bp_cavity,random,replacement,4,adversarial,3,0.1908106236669317,0.07558134249273268,30755356.730238114,0.0,18341097.799820993,18408338.866295785,39.385540034907,6.213423041445405,5.509504221648932
bp_trw,random,replacement,4,adversarial,3,0.14745770915367445,0.043461198766016854,74.4393847373508,0.046875,87.94444359809198,86.97037446203221,15.021441074936673,6.213423041445405,3.6951755755770286
ec_exact,random,conflicting,8,sync,3,0.5887648588657708,3.5711567537422946e-16,4.64128230033677,0.75,1.0,8.024020041381361e-16,3.817585545968462,3.8175855459684613,2.220446049250313e-15
naive_sum,random,conflicting,8,sync,3,0.5276934947769973,0.09713843222450957,2.0151345171015347e+22,0.0,5.943702192918691e+21,6.106305590509395e+21,103.81440210408206,3.8175855459684613,4.85827428688286
mean_pool,random,conflicting,8,sync,3,0.886645153045494,0.3176108350161141,5.176553191443984,1.0,0.21062685905620557,0.8054575486338735,0.8133869147161494,3.8175855459684613,5.143895873693793e-07
cov_int,random,conflicting,8,sync,3,0.8601460942039421,0.30888973381755624,5.097541486844186,1.0,0.22327949921660295,0.8005678769307696,0.9273165066881248,3.8175855459684613,5.662137425588298e-15
inv_cov_int,random,conflicting,8,sync,3,1.3982512167348715,0.8640629386407366,10.075703518452272,0.5,0.30187530744225344,0.7114694976459626,1.3882573932118278,3.8175855459684613,4.904824324469814e-09
bp_backtrack,random,conflicting,8,sync,3,0.5276941156690163,0.09713903716395701,1.5002051822441687e+20,0.0,4.424901975900496e+19,4.5459554028917735e+19,94.01389223470947,3.8175855459684613,4.85829301722903
bp_cavity,random,conflicting,8,sync,3,0.5247931261869043,0.08425313869933637,1.3041638469322072e+16,0.0,3753941765729352.5,3845938960856203.5,75.35711306163574,3.8175855459684613,3.643108223961619
bp_trw,random,conflicting,8,sync,3,0.5247931459463695,0.08425308815591442,5822207.394602286,0.0,1675888.4352846667,1716958.1183543256,32.297655577041695,3.8175855459684613,3.64310589240468
ec_exact,random,conflicting,8,async,3,0.5887648588657708,3.368748523899895e-16,4.64128230033677,0.75,1.0,8.568689058310699e-16,3.817585545968462,3.8175855459684613,2.6645352591003757e-15
naive_sum,random,conflicting,8,async,3,0.5160273476625399,0.17889266030787868,612681053956383.8,0.0,185163560619500.12,194580748834979.66,69.07333248988552,3.8175855459684613,6.530460698710954
mean_pool,random,conflicting,8,async,3,0.8625077095945848,0.29027813369513045,5.1255915809388055,1.0,0.2086897721991106,0.8062457930698483,0.7904560707582488,3.8175855459684613,7.43828887261877e-06
cov_int,random,conflicting,8,async,3,0.8714022041232421,0.3120872319940981,5.1662308707466575,1.0,0.2211484877409456,0.8013122533149634,0.9127104631248435,3.8175855459684613,7.108758026674877e-13
inv_cov_int,random,conflicting,8,async,3,0.8407578243516443,0.2841544554991317,5.1768142279362666,1.0,0.3087057180288767,0.7003579938136548,1.4356711168896994,3.8175855459684613,4.9242767641288765e-09
bp_backtrack,random,conflicting,8,async,3,0.5088830133536539,0.16417444436197576,10967754808549.004,0.0,3272337603693.0537,3434482906460.6025,61.13647895935968,3.8175855459684613,3.324499777869974
bp_cavity,random,conflicting,8,async,3,0.5286081829064719,0.13896785262754702,17380184615.409435,0.0,4660391729.587013,4862535311.556452,48.11043320731464,3.8175855459684613,2.723559367598625
bp_trw,random,conflicting,8,async,3,0.5471147507943653,0.0838508859195691,13750.091380264697,0.0,3506.2651446584305,3606.8616909873745,19.96646399709099,3.8175855459684613,3.004637115098774
ec_exact,random,conflicting,8,lossy,3,0.5887648588657708,3.5473499542095293e-16,4.641282300336771,0.75,1.0,7.917790311485779e-16,3.817585545968462,3.8175855459684613,1.3322676295501878e-15
naive_sum,random,conflicting,8,lossy,3,0.697349413011016,0.2524142725650647,7532955898921.011,0.0,1328831336929.9014,1424946162944.2012,59.12296398096825,3.8175855459684613,5.0054460306242134
mean_pool,random,conflicting,8,lossy,3,0.9181375595134194,0.3506775961110349,5.39092250926494,1.0,0.20935255657057084,0.8044457171757843,0.7914271830407753,3.8175855459684613,2.646475793388614e-05
cov_int,random,conflicting,8,lossy,3,0.8126515294877295,0.26173001659773365,4.83229671893087,1.0,0.22394028635521143,0.7992303071420156,0.932040214890365,3.8175855459684613,3.2362745594483044e-08
inv_cov_int,random,conflicting,8,lossy,3,1.3765603480490256,0.8503247865604742,9.898295708208561,0.5,0.30627718875095333,0.7073491732672967,1.418971682770512,3.8175855459684613,2.390698305987371e-09
bp_backtrack,random,conflicting,8,lossy,3,0.6623942094665785,0.21075357429988717,355903598815.2714,0.0,67971099098.74236,72239722686.87042,53.09793472615973,3.8175855459684613,7.66726395739515
bp_cavity,random,conflicting,8,lossy,3,0.6250493940818693,0.16649399463417514,725023478.5172942,0.0,152174716.8243744,160241766.4125686,41.1330526005371,3.8175855459684613,5.5094404206742595
bp_trw,random,conflicting,8,lossy,3,0.5627609260820368,0.1267885583907673,2637.771058207074,0.015625,701.4320877770363,728.8024540209876,16.697020519303873,3.8175855459684613,3.7019882636393326
ec_exact,random,conflicting,8,delayed,3,0.5887648588657708,3.4590694678001493e-16,4.641282300336769,0.75,1.0,9.607478704221655e-16,3.817585545968462,3.8175855459684613,1.7763568394002505e-15
naive_sum,random,conflicting,8,delayed,3,0.5670121800214468,0.08902875935843865,1440571425.3010328,0.0,387174366.09352565,398481539.790577,42.70342351392976,3.8175855459684613,8.344670285483872
mean_pool,random,conflicting,8,delayed,3,0.8976371373749884,0.3278089439574342,5.225083697145022,1.0,0.21007574108039556,0.8060082470369369,0.8080825725303014,3.8175855459684613,0.00029405908748736387
cov_int,random,conflicting,8,delayed,3,0.8484289059552588,0.2984722489066437,5.034750936726338,1.0,0.22362314971045172,0.8004432193148397,0.929543460937396,3.8175855459684613,0.00016196217976804927
inv_cov_int,random,conflicting,8,delayed,3,1.4083863496778344,0.8730950199666063,10.674030095139873,0.5,0.2958840939181777,0.7177372132535249,1.3998252020119795,3.8175855459684613,1.5649201450251837e-05
bp_backtrack,random,conflicting,8,delayed,3,0.5088830133536539,0.16417444436197576,10967754808549.004,0.0,3272337603693.0537,3434482906460.6025,61.13647895935968,3.8175855459684613,3.324499777869974
bp_cavity,random,conflicting,8,delayed,3,0.5286081829064719,0.13896785262754702,17380184615.409435,0.0,4660391729.587013,4862535311.556452,48.11043320731464,3.8175855459684613,2.723559367598625
bp_trw,random,conflicting,8,delayed,3,0.5471147507943653,0.0838508859195691,13750.091380264697,0.0,3506.2651446584305,3606.8616909873745,19.96646399709099,3.8175855459684613,3.004637115098774
ec_exact,random,conflicting,8,repeating,3,0.5887648588657708,3.633183265745579e-16,4.641282300336769,0.75,1.0,8.496976866250488e-16,3.817585545968462,3.8175855459684613,2.220446049250313e-15
naive_sum,random,conflicting,8,repeating,3,0.815634141094711,0.4081261721106174,5803817051666.238,0.0,907679369426.0674,976736768778.8052,58.358010185844286,3.8175855459684613,3.586829354199004
mean_pool,random,conflicting,8,repeating,3,0.9381009493009046,0.38328276891407476,5.439315565196194,1.0,0.20985007279699253,0.803793436354292,0.7942290656540691,3.8175855459684613,2.3267611666266674e-06
cov_int,random,conflicting,8,repeating,3,0.8673799048018638,0.31669859979941756,5.139414662918453,1.0,0.22322404217938802,0.8010820704701387,0.9262810252745496,3.8175855459684613,2.2818912096544963e-06
inv_cov_int,random,conflicting,8,repeating,3,1.239533547651991,0.8213494768715799,9.347957508097966,0.5,0.31382482760875613,0.6935869556026732,1.5105152277157652,3.8175855459684613,8.929787131961575e-09
bp_backtrack,random,conflicting,8,repeating,3,0.5088830133536539,0.16417444436197576,10967754808549.004,0.0,3272337603693.0537,3434482906460.6025,61.13647895935968,3.8175855459684613,3.324499777869974
bp_cavity,random,conflicting,8,repeating,3,0.5286081829064719,0.13896785262754702,17380184615.409435,0.0,4660391729.587013,4862535311.556452,48.11043320731464,3.8175855459684613,2.723559367598625
bp_trw,random,conflicting,8,repeating,3,0.5471147507943653,0.0838508859195691,13750.091380264697,0.0,3506.2651446584305,3606.8616909873745,19.96646399709099,3.8175855459684613,3.004637115098774
ec_exact,random,conflicting,8,adversarial,3,0.5887648588657708,3.2897133732611997e-16,4.64128230033677,0.75,1.0,8.064449006724079e-16,3.817585545968462,3.8175855459684613,2.220446049250313e-15
naive_sum,random,conflicting,8,adversarial,3,0.629041985057295,0.2347723160007098,145496540.6778186,0.0,34037941.91570241,35831899.977464624,37.88145919466443,3.8175855459684613,6.899093766882871
mean_pool,random,conflicting,8,adversarial,3,0.8990575261979067,0.3383520552643852,5.2582879325351515,1.0,0.2095648688650556,0.8050757432541715,0.7974995891216189,3.8175855459684613,0.0011869507529981282
cov_int,random,conflicting,8,adversarial,3,0.8651433376854881,0.3160238502917334,5.1302727776072405,1.0,0.2236374529249438,0.8009319949303363,0.9294419095440263,3.8175855459684613,1.897873801237626e-05
inv_cov_int,random,conflicting,8,adversarial,3,1.21765436794041,0.7140132478884289,8.05132407629473,0.625,0.3126713023388159,0.696516159713788,1.4662441597579616,3.8175855459684613,0.13475661747368983
bp_backtrack,random,conflicting,8,adversarial,3,0.6623942094665785,0.21075357429988717,355903598815.2714,0.0,67971099098.74236,72239722686.87042,53.09793472615973,3.8175855459684613,7.66726395739515
bp_cavity,random,conflicting,8,adversarial,3,0.6250493940818693,0.16649399463417514,725023478.5172942,0.0,152174716.8243744,160241766.4125686,41.1330526005371,3.8175855459684613,5.5094404206742595
bp_trw,random,conflicting,8,adversarial,3,0.5627609260820368,0.1267885583907673,2637.771058207074,0.015625,701.4320877770363,728.8024540209876,16.697020519303873,3.8175855459684613,3.7019882636393326
ec_exact,random,sybil,8,sync,3,0.21766766887124417,0.1167447705093991,0.5141778494993625,0.75,6.98954837726277,6.049674168119891,7.669460759721849,3.804179017997121,4.440892098500626e-15
naive_sum,random,sybil,8,sync,3,0.21765680238649845,0.1421478455775621,3.6449587700959963e+21,0.0,5.818872432510589e+21,5.882150224750853e+21,103.7919938582216,3.804179017997121,4.8582905835019545
mean_pool,random,sybil,8,sync,3,0.7578994569207724,0.4696536328328923,4.634674103495371,1.0,0.21614563747877868,0.7917781501722035,0.7980495040481218,3.804179017997121,3.158363239608164e-06
cov_int,random,sybil,8,sync,3,0.7088477280389375,0.4331845489154992,4.528631523854374,1.0,0.23514222097886395,0.7711518687261967,0.9451536150372115,3.804179017997121,4.551914400963142e-15
inv_cov_int,random,sybil,8,sync,3,0.4651336232346017,0.25814674684039673,3.20385131094356,1.0,0.3016940714338078,0.70544678052608,1.3846086125759292,3.804179017997121,1.6419123838318228e-09
bp_backtrack,random,sybil,8,sync,3,0.2176573847050941,0.14214763945063508,2.7135622401896784e+19,0.0,4.3319704594858656e+19,4.379078802659425e+19,93.99148522293,3.804179017997121,4.858294503324032
bp_cavity,random,sybil,8,sync,3,0.20855753972847643,0.14264537310676326,2115499517987416.0,0.0,3682609120662471.0,3723319496581707.0,75.33176731094628,3.804179017997121,3.6431082132071424
bp_trw,random,sybil,8,sync,3,0.208557597493179,0.14264527582551745,944403.5009466028,0.0,1644043.1034803707,1662216.6027248409,32.27230982707913,3.804179017997121,3.6431058233589937
ec_exact,random,sybil,8,async,3,0.21766766887124434,0.11674477050939894,0.5141778494993687,0.75,6.989548377262772,6.049674168119893,7.669460759721849,3.804179017997121,2.6645352591003757e-15
naive_sum,random,sybil,8,async,3,0.2639657479618208,0.18128102575358002,154681395241928.12,0.0,172783809444949.72,174016225104548.12,69.00671194267639,3.804179017997121,6.53051657656664
mean_pool,random,sybil,8,async,3,0.751353633862597,0.45979511118915,4.628934158113962,1.0,0.21336342846654494,0.7951430674192179,0.7736227734862375,3.804179017997121,1.4575098663649477e-05
cov_int,random,sybil,8,async,3,0.7141465007794784,0.43758851644051866,4.544134263324228,1.0,0.23367299791427348,0.7727453162838557,0.9360935320041411,3.804179017997121,1.2723155862204294e-13
inv_cov_int,random,sybil,8,async,3,0.3465673022559128,0.2561618036235461,2.9302642574746836,1.0,0.26399926959242614,0.7528621179596106,1.1433074089297068,3.804179017997121,3.795169289944056e-09
bp_backtrack,random,sybil,8,async,3,0.2573265602413547,0.17963453458351142,2591226400371.9937,0.0,3071090513148.6123,3098358352968.1743,61.077530309656694,3.804179017997121,3.3245057786747623
bp_cavity,random,sybil,8,async,3,0.24876944042878568,0.1640181462551238,3487044186.7949095,0.0,4342543323.794551,4368269017.507699,48.02979021635842,3.804179017997121,2.7235578329213084
bp_trw,random,sybil,8,async,3,0.2159660514424083,0.15545661375468622,2030.453938599153,0.0,3345.8828279143254,3376.2952597248604,19.895149607537117,3.804179017997121,3.0045813714160268
ec_exact,random,sybil,8,lossy,3,0.21766766887124422,0.11674477050939881,0.5141778494993656,0.75,6.989548377262772,6.049674168119893,7.669460759721849,3.804179017997121,4.440892098500626e-15
naive_sum,random,sybil,8,lossy,3,0.30696171524551785,0.13455803886247986,1424247606140.1345,0.0,1190505323682.702,1205371935677.6917,59.00511461103841,3.804179017997121,5.005590486852967
mean_pool,random,sybil,8,lossy,3,0.7703863763610446,0.4777206897676679,4.713334716404988,1.0,0.21547140143797788,0.7928478586023122,0.7918078968697071,3.804179017997121,8.287134324780343e-05
cov_int,random,sybil,8,lossy,3,0.7075678807648134,0.43165377345924105,4.528208091259188,1.0,0.2354759032135071,0.7708329649366015,0.9470133023192364,3.804179017997121,6.493694471032541e-13
inv_cov_int,random,sybil,8,lossy,3,0.53798383103591,0.3227978497618449,3.5367318769685863,1.0,0.29349153115100857,0.7142835385925734,1.2997019340449745,3.804179017997121,7.146065961194381e-10
bp_backtrack,random,sybil,8,lossy,3,0.2701670628387175,0.13184446243937498,56438209523.88263,0.0,60332800764.467224,61076502419.28083,52.94133756440016,3.804179017997121,7.667567983397774
bp_cavity,random,sybil,8,lossy,3,0.2411562286690056,0.14102505582140767,100800723.40831771,0.0,137229737.08836183,139107362.5798434,40.98465833597234,3.804179017997121,5.509431745647994
bp_trw,random,sybil,8,lossy,3,0.22553112606006842,0.13540621027362235,427.97774369629803,0.5,670.0366663658019,676.5885469652507,16.647398800552473,3.804179017997121,3.7017989986551605
ec_exact,random,sybil,8,delayed,3,0.21766766887124434,0.11674477050939885,0.5141778494993701,0.75,6.989548377262771,6.049674168119892,7.669460759721849,3.804179017997121,3.552713678800501e-15
naive_sum,random,sybil,8,delayed,3,0.18063515147853276,0.1479487983146024,157969768.57331455,0.0,381370728.5424347,388116236.02152014,42.67447348485846,3.804179017997121,8.353661356219611
mean_pool,random,sybil,8,delayed,3,0.7643811645225738,0.4773249313890634,4.619653249262724,1.0,0.216915576290542,0.7909129885332156,0.8033567307534444,3.804179017997121,0.0024564218562950213
cov_int,random,sybil,8,delayed,3,0.704799437383329,0.4293883198851136,4.5133511161364925,1.0,0.23556608952972707,0.7705818195433052,0.9462506677615472,3.804179017997121,0.00010358482208738806
inv_cov_int,random,sybil,8,delayed,3,0.9235272039558298,0.6525932505955362,5.071647612109756,0.75,0.33097689976919326,0.6941267135783806,1.514299501114485,3.804179017997121,5.060706377557622e-05
bp_backtrack,random,sybil,8,delayed,3,0.2573265602413547,0.17963453458351142,2591226400371.9937,0.0,3071090513148.6123,3098358352968.1743,61.077530309656694,3.804179017997121,3.3245057786747623
bp_cavity,random,sybil,8,delayed,3,0.24876944042878568,0.1640181462551238,3487044186.7949095,0.0,4342543323.794551,4368269017.507699,48.02979021635842,3.804179017997121,2.7235578329213084
bp_trw,random,sybil,8,delayed,3,0.2159660514424083,0.15545661375468622,2030.453938599153,0.0,3345.8828279143254,3376.2952597248604,19.895149607537117,3.804179017997121,3.0045813714160268
ec_exact,random,sybil,8,repeating,3,0.21766766887124417,0.11674477050939888,0.514177849499364,0.75,6.989548377262771,6.049674168119891,7.669460759721849,3.804179017997121,3.552713678800501e-15
naive_sum,random,sybil,8,repeating,3,0.39665831756527514,0.2043065401594018,1816475248522.6716,0.0,880919505625.7131,890958692695.0461,58.42484382397052,3.804179017997121,3.587057119038029
mean_pool,random,sybil,8,repeating,3,0.7825552780213176,0.4874286478555949,4.784010020349132,1.0,0.21691989007454898,0.7913913894886817,0.8048929908852422,3.804179017997121,2.6992004224957178e-05
cov_int,random,sybil,8,repeating,3,0.708799396324697,0.4329050630277072,4.533865526143496,1.0,0.2350813438123091,0.7712541181868982,0.94486566952378,3.804179017997121,3.5748137783286893e-10
inv_cov_int,random,sybil,8,repeating,3,0.6176306639873965,0.36085030519146155,3.8343885599120564,1.0,0.3072970267777101,0.7025133589757186,1.437524730597922,3.804179017997121,4.378493811962869e-08
bp_backtrack,random,sybil,8,repeating,3,0.2573265602413547,0.17963453458351142,2591226400371.9937,0.0,3071090513148.6123,3098358352968.1743,61.077530309656694,3.804179017997121,3.3245057786747623
bp_cavity,random,sybil,8,repeating,3,0.24876944042878568,0.1640181462551238,3487044186.7949095,0.0,4342543323.794551,4368269017.507699,48.02979021635842,3.804179017997121,2.7235578329213084
bp_trw,random,sybil,8,repeating,3,0.2159660514424083,0.15545661375468622,2030.453938599153,0.0,3345.8828279143254,3376.2952597248604,19.895149607537117,3.804179017997121,3.0045813714160268
ec_exact,random,sybil,8,adversarial,3,0.2176676688712442,0.11674477050939909,0.514177849499363,0.75,6.989548377262773,6.0496741681198944,7.669460759721849,3.804179017997121,2.6645352591003757e-15
naive_sum,random,sybil,8,adversarial,3,0.34367146853429925,0.18968116550638178,50796208.08408052,0.0,33473374.865263984,34001175.31228578,37.91291007113436,3.804179017997121,6.943702524429057
mean_pool,random,sybil,8,adversarial,3,0.7715057201478118,0.4801698627073326,4.72438724867452,1.0,0.21744729446531158,0.7903089593214071,0.8086192576088737,3.804179017997121,0.0016775940760609398
cov_int,random,sybil,8,adversarial,3,0.7063647723121093,0.4311888687545847,4.523941268080403,1.0,0.23540220427765657,0.77077151085778,0.9468643980691867,3.804179017997121,4.1161567536640575e-06
inv_cov_int,random,sybil,8,adversarial,3,0.36846873900311083,0.24034143467889257,2.8965372799841687,1.0,0.2770966687996933,0.7380919016619807,1.2541392623334549,3.804179017997121,0.02493952145814582
bp_backtrack,random,sybil,8,adversarial,3,0.2701670628387175,0.13184446243937498,56438209523.88263,0.0,60332800764.467224,61076502419.28083,52.94133756440016,3.804179017997121,7.667567983397774
bp_cavity,random,sybil,8,adversarial,3,0.2411562286690056,0.14102505582140767,100800723.40831771,0.0,137229737.08836183,139107362.5798434,40.98465833597234,3.804179017997121,5.509431745647994
bp_trw,random,sybil,8,adversarial,3,0.22553112606006842,0.13540621027362235,427.97774369629803,0.5,670.0366663658019,676.5885469652507,16.647398800552473,3.804179017997121,3.7017989986551605
ec_exact,random,corrupt,8,sync,3,0.27982766312892904,0.15946931237346434,1.2474014625190262,0.75,3.5548789564205294,2.603938279117167,6.313790739076325,3.804179017997121,3.552713678800501e-15
naive_sum,random,corrupt,8,sync,3,0.1770407043898901,0.1474197353663268,2.4669302810587e+21,0.0,6.03865180942837e+21,6.083761073853756e+21,103.87981827898835,3.804179017997121,4.858287594385189
mean_pool,random,corrupt,8,sync,3,0.7605112896455183,0.47525726533703105,4.6286290448535645,1.0,0.21486530111819113,0.7933385263077717,0.7873363408598213,3.804179017997121,2.6065845666334297e-06
cov_int,random,corrupt,8,sync,3,0.7970178365428923,0.5156618127708833,4.849909433117771,1.0,0.22560123154744494,0.7819385103112901,0.8799826092836842,3.804179017997121,2.886579864025407e-15
inv_cov_int,random,corrupt,8,sync,3,0.7459452837570795,0.5431685599560601,3.95018465017969,1.0,0.3806166638076929,0.6232789215455337,1.6846946426494935,3.804179017997121,5.178286022200496e-09
bp_backtrack,random,corrupt,8,sync,3,0.17704087343100897,0.14741944547032734,1.8365542800468816e+19,0.0,4.495589349200182e+19,4.529171843593915e+19,94.0793094167438,3.804179017997121,4.858294245174008
bp_cavity,random,corrupt,8,sync,3,0.1764602711893647,0.1444481246748287,1541498846991557.8,0.0,3766029415764768.0,3795719504669858.0,75.38852128064993,3.804179017997121,3.6431082262107424
bp_trw,random,corrupt,8,sync,3,0.1764603599837008,0.14444802527749162,688149.8561317663,0.0,1681284.7794501977,1694538.4447759204,32.329063755948745,3.804179017997121,3.6431060962556145
ec_exact,random,corrupt,8,async,3,0.2798276631289291,0.15946931237346457,1.2474014625190266,0.75,3.5548789564205303,2.603938279117168,6.3137907390763255,3.804179017997121,2.6645352591003757e-15
naive_sum,random,corrupt,8,async,3,0.19196246415102472,0.1654898403966975,113580972474458.03,0.0,219938671421078.72,224318610874050.56,69.46657270293167,3.804179017997121,6.53053514140521
mean_pool,random,corrupt,8,async,3,0.7611201658147264,0.47719983294920726,4.643460951594069,1.0,0.21561227413298717,0.7928374187615732,0.7914857676328955,3.804179017997121,1.966703104394618e-05
cov_int,random,corrupt,8,async,3,0.8180213346613763,0.5311743870911403,4.965624451888163,1.0,0.22561147964531597,0.7822340547151849,0.8810655702565633,3.804179017997121,5.883582510080032e-11
inv_cov_int,random,corrupt,8,async,3,0.7438198411865656,0.5249607760658671,3.898619061697957,1.0,0.38832574977888656,0.6161143030608494,1.7404855101428667,3.804179017997121,6.553681597409877e-09
