seed,method,multiplier,arm,rmse,rmse_vs_oracle,nll,coverage95,prec_trace_ratio,prec_rel_error,confidence,confidence_oracle,consensus_spread
0,mean_pool,4,replacement,0.4507867946224478,0.4142798683089149,3.413940666246699,1.0,0.056107593930843996,0.9443359396774227,0.8844198364948848,6.6348192909487675,5.6224977340590954e-08
0,cov_int,4,duplicate,0.423572438075016,0.2916648443770453,3.036009289801499,1.0,0.21423733316428595,0.8026670870784698,1.254336494659749,4.2279222099339675,1.9984014443252818e-15
0,cov_int,4,replacement,0.3967927944341122,0.3629884525312003,2.9504018619109162,1.0,0.07192456585374228,0.9286725936409921,1.3293225234174406,6.6348192909487675,3.774758283725532e-15
0,inv_cov_int,4,duplicate,0.20559691223749915,0.2716349726738714,2.2232829013996422,1.0,0.274903117978726,0.7459731192027933,1.6001089397300488,4.2279222099339675,1.2743583965857397e-11
0,inv_cov_int,4,replacement,0.7171120622064624,0.7009451054126554,5.310482186511443,0.75,0.07631983501786795,0.9243817665901921,1.3871145034780703,6.6348192909487675,1.1080247830363987e-11
0,bp_backtrack,4,duplicate,0.18385916361095112,0.17887766094166155,3.423608149350114e+18,0.0,5.458552093977885e+18,5.659381823340306e+18,90.42885803080674,4.2279222099339675,0.012533135811537477
0,bp_backtrack,4,replacement,0.13583979105530586,0.04942685209878339,1.623299845240022e+18,0.0,1.4818503530106941e+18,1.499137681979168e+18,90.28817952756265,6.6348192909487675,0.15723815944174646
0,bp_cavity,4,duplicate,0.17374071371488653,0.15373137400573644,432388034590225.1,0.0,822487198143781.1,847583374776730.9,72.84121439752502,4.2279222099339675,0.009393330574226866
0,bp_cavity,4,replacement,0.1333938082777153,0.04286575924422711,237612485710755.8,0.0,223283193772351.38,225126577237808.06,72.69530996058616,6.6348192909487675,0.1309424261166754
0,bp_trw,4,duplicate,0.1662514541733272,0.08711857966973596,18141.492411588897,0.125,56030.2659653695,57032.98893745708,26.047345066695073,4.2279222099339675,0.002518934131348516
0,bp_trw,4,replacement,0.12875389868753068,0.027667152503693625,15230.770108871278,0.0,15210.71856430162,15230.407735557525,25.891428294010034,6.6348192909487675,0.04416602680867854
0,ec_exact,8,duplicate,0.19817145247291473,4.713530838247374e-16,-0.17078914484442823,1.0,0.9999999999999996,7.290507812087307e-16,4.227922209933967,4.2279222099339675,3.552713678800501e-15
0,ec_exact,8,replacement,0.10849357140206442,4.743773692604379e-16,-2.9497632557877416,1.0,1.0,9.663423558076502e-16,7.808957487908635,7.808957487908635,3.552713678800501e-15
0,naive_sum,8,duplicate,0.16618627045462858,0.07514328529275358,6.169968363472693e+20,0.0,2.0668984061046935e+21,2.1005842980238443e+21,102.34393598557965,4.2279222099339675,1.2021604334222502e-07
0,naive_sum,8,replacement,0.10278947360391302,0.012760278194144237,3.004139671388097e+20,0.0,2.8519878458485912e+20,2.8524969996047316e+20,102.00803530291307,7.808957487908635,2.543129937748745e-07
0,mean_pool,8,duplicate,0.4245152405225465,0.31116365964528403,3.2430643014480083,1.0,0.18625106964903257,0.8270112457294898,0.9848443684793627,4.2279222099339675,2.9543303803336585e-08
0,mean_pool,8,replacement,0.4693003805119678,0.40312000503882967,3.5197116814214313,1.0,0.030272099984689126,0.9699010215815344,0.821527956770792,7.808957487908635,4.608212167411807e-08
0,cov_int,8,duplicate,0.4920287873209363,0.39183251259409474,3.20837763944154,1.0,0.22492749431218362,0.7879640702561428,1.3280763388539223,4.2279222099339675,2.886579864025407e-15
0,cov_int,8,replacement,0.4454609671182293,0.37260171459344604,3.1960436116950115,1.0,0.03762504529295048,0.9627500784246268,1.2299726778221576,7.808957487908635,2.6645352591003757e-15
